SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2,district_name,per_pupil_cost,per_pupil_class_instruction,per_pupil_admin_cost,DistrictName,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,OfficialTotalEnrollment,student_teacher_ratio,student_admin_ratio,dist_colors
2023-2024,NJ,Little Ferry Public School District,NJ-032710,3408760,130 Liberty Street,NA,NA,Little Ferry,07643,http://www.lfboe.org,Yes,PK,08,9700000US3408760,"Little Ferry Borough School District, NJ",4.6,5.5,29.6,19.6,7,23.6,10.2,89.9,33.8,70.3,65.6,8.3,6.1,12,28.7,16.4,36.8,18.6,2.53,3.11,4466,32.1,14.2,26.3,5,22.3,62.8,4.6,1,22.8,0,21.2,15.5,72722,107026,89495,119336,16.7,11.4,11.2,10.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,462,403,3.2185811392598183,-0.03413263004532109,Little Ferry Boro,22999,12467,3205,Little Ferry Public School District,2023-24,50,58.5,52,56,55,46.5,39,52.5,33,66,68,51.2,11.1,59.6,NA,NA,NA,NA,NA,NA,NA,0.110537848605578,39.1,NA,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0477669902912621,0.0584323040380048,11:1,111:1,83,12.0,11.7,68.7,0,14.5,144,19.1,16.1,34.3,110,88,80,89,83,92,78,103,67,95,0,0,0,0,887,852,11,111,Other
2023-2024,NJ,Little Silver Boro School District,NJ-252720,3408790,124 WILLOW DRIVE,NA,NA,LITTLE SILVER,07739,http://WWW.LITTLESILVERSCHOOLS.ORG,Yes,PK,08,9500000US3408790,"Little Silver Borough School District, NJ",0.7,0.4,7.9,9.1,4.3,43.9,33.8,98.9,77.7,69.7,56.6,3.3,6.9,4.5,52.4,18.2,18,33.6,2.72,3.02,2338,62.7,6.9,22,5.7,2.8,99.5,0,0,0,0.5,0,23.6,216974,278125,229393,304330,11.9,57,9.5,55.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,50,-7.0298358499362985,-0.7508852766365484,Little Silver Boro,23157,13356,2513,Little Silver Boro School District,2023-24,60,70,52,75,65,54,51,51.5,65.5,88,57,89.3,65.3,93.7,NA,NA,NA,NA,NA,NA,NA,0.456402569593148,86.1,45.8,93.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303768736616702,0.274874651810585,9:1,102:1,78,11.5,11.0,70.5,1.3,0,34,5,14.4,0.0,32,70,61,82,74,78,59,87,85,89,0,0,0,0,717,716,9,102,Little Silver Boro
2023-2024,NJ,Logan Township School District,NJ-152750,3408880,110 School Lane,NA,NA,Logan Township,08085,http://www.logantownshipschools.org,Yes,PK,08,9700000US3408880,"Logan Township School District, NJ",0.4,3.9,33,13.8,11.6,27.3,10,95.7,37.3,72.9,68.9,5.1,7.6,8.9,39,26.2,18.3,28.9,2.8,3.09,2206,36,17.9,26.8,8,11.4,89,10.7,0.5,0,0,2.1,24.8,109566,128706,139821,148789,24.7,20.4,20.5,15.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,270,250,0.35654444191618595,1.1588048274288447,Logan Twp,17443,10163,1512,Logan Township School District,2023-24,48,37.5,64,29,40,52.5,67,47,54,23,45.5,58.2,24.8,68.8,NA,NA,NA,NA,NA,NA,NA,0.0894255319148936,46.1,20.9,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0609957627118644,0.0740102827763496,10:1,119:1,81,11.0,9.0,71.6,2.5,8.6,62,8.7,22.4,24.0,113,72,76,90,84,54,73,91,93,86,0,0,0,0,833,820,10,119,Other
2023-2024,NJ,Long Beach Island Consolidated School District,NJ-292760,3408910,201 20TH STREET,NA,NA,SHIP BOTTOM,08008,http://www.lbischools.org,Yes,PK,06,9500000US3408910,"Long Beach Island School District, NJ",0.5,1.3,17.3,12.3,5.1,37.2,26.4,98.1,63.5,46.4,37.9,8.7,1.7,0,34.6,28.6,35.1,8.4,2.03,2.52,15827,57,9.7,23.8,6.2,3.3,96.1,0.2,0,4.2,0.1,1.7,8.7,109331,184347,147375,229508,14.6,35.2,11.5,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,305,382,-2.4358289819853423,4.139846890571779,Long Beach Island,38834,20911,3014,Long Beach Island School District,2023-24,57,50.5,57,61,56.5,NA,NA,68,45,61,NA,59.5,47.1,62.7,NA,NA,NA,NA,NA,NA,NA,0.0827272727272727,40.5,29.4,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0456818181818182,0.0456818181818182,6:1,64:1,30,16.0,14.9,93.3,0,0,28,16.7,23.8,10.4,26,23,27,28,22,21,28,18,0,0,0,0,0,0,193,189,6,64,Other
2023-2024,NJ,Lopatcong Township School District,NJ-412790,3409000,321 Stonehenge Drive,NA,NA,Phillipsburg,08865,http://www.lopatsd.org,Yes,PK,08,9700000US3409000,"Lopatcong Township School District, NJ",2.4,2.9,23.2,22.4,6.7,28.3,14.1,94.6,42.4,66.5,59.3,4.6,10.3,12.2,34.3,22.4,20.9,17.4,2.2,2.84,4088,57.4,11.3,15.3,4.2,11.8,84.3,10,0.1,4.7,0,9.3,17.1,91954,104752,118625,133439,18.8,16.5,12.2,11.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,320,389,0.5309638632829476,1.8242789460747662,Lopatcong Twp,18571,11711,2032,Lopatcong Township School District,2023-24,61,65,29.5,57,47,79.5,73,44.5,88,52,68.5,55.8,22.5,62.8,NA,NA,NA,NA,NA,NA,NA,0.138491379310345,53,31.3,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118315565031983,0.126031746031746,11:1,185:1,68,12.3,10.4,55.9,1.5,1.5,79,11.4,19.3,16.2,39,72,70,67,64,73,76,90,91,96,0,0,0,0,741,722,11,185,Other
2023-2024,NJ,The Lower Alloways Creek School District,NJ-332800,3409030,967 Main Street - Canton,NA,NA,Salem,08079,http://www.lacschool.org,Yes,PK,08,9700000US3409030,"Lower Alloways Creek Township School District, NJ",1.8,6.3,46.6,15.7,16,8.7,4.8,91.9,13.5,58.6,49.6,4.1,3.8,6.5,47.1,17.6,24.9,13.5,2.47,3.13,702,24.9,18.1,18.8,17.3,20.9,94.5,2.5,0,1.3,0,2,16.5,73958,93399,109297,119044,22.3,8.8,15.4,6.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,519,499,4.426406449293592,2.790963990253013,Lower Alloways Creek,22165,13416,2025,The Lower Alloways Creek School District,2023-24,42,33,38,28.5,78,64.5,27,8,11,52,70.5,43.5,NA,52.6,NA,NA,NA,NA,NA,NA,NA,0.0663736263736264,48.9,NA,59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0447191011235955,0.0523684210526316,7:1,84:1,24,13.1,9.3,41.7,0,8.3,18,12.4,17.9,25.0,23,18,23,11,15,14,19,10,20,15,0,0,0,0,168,173,7,84,Other
2023-2024,NJ,Lower Township Elementary School District,NJ-092840,3409150,905 Seashore Road,Administration,NA,Cape May,08204,http://www.lowertwpschools.com,Yes,PK,06,9500000US3409150,"Lower Township School District, NJ",2,4.1,36.4,21.1,8,20.9,7.6,93.9,28.5,58.7,55.4,7.1,6.5,8.6,47.5,25,12.5,14.4,2.19,2.66,15061,34.4,25.5,19.9,10.8,9.3,97.9,2.9,0.3,0.8,0.5,3.7,19.3,74944,96450,87526,109992,9.5,10.5,8.5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,430,248,3.3472784713700006,2.1544443588131625,Lower Twp,19445,10949,1420,Lower Township Elementary School District,2023-24,43.5,49,49,33,50,NA,NA,48.5,40,55,NA,31.3,NA,39,NA,NA,NA,NA,NA,NA,NA,0.0699562682215743,30.1,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0441944847605225,0.0441944847605225,11:1,160:1,130,12.2,12.2,83.1,2.3,13.8,158,13.3,21.2,45.7,252,150,171,167,183,175,158,180,0,0,0,0,0,0,1436,1430,11,160,Other
2023-2024,NJ,Lumberton Township Board of Education,NJ-052850,3409180,33 Municipal Drive,NA,NA,Lumberton,08048,http://www.lumberton.k12.nj.us,Yes,PK,08,9500000US3409180,"Lumberton Township School District, NJ",1.3,4.6,20.1,20.4,11,24.5,18,94.1,42.5,70.5,62.4,7.3,5.2,1.3,38.7,27.1,27.7,22,2.63,3.25,5089,54.9,14.1,18.1,2.9,9.9,74.5,20.7,0.4,8.9,0,1.9,19.7,112540,146060,155604,176710,22.8,29.7,16.9,21.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,234,285,-0.5667011525945955,0.5039592743423306,Lumberton Twp,20334,11142,1975,Lumberton Township Board of Education,2023-24,40,47,59,39.5,20,43,46,54,41,34,52,38.6,NA,49.8,NA,NA,NA,NA,NA,NA,NA,0.0648291233283804,28.4,NA,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0362222222222222,0.0387003610108303,12:1,119:1,98,14.4,12.9,65.3,0,2.1,158,15,21.8,29.0,157,118,118,119,97,119,106,115,124,121,0,0,0,0,1194,1170,12,119,Other
2023-2024,NJ,Magnolia School District,NJ-072890,3409300,420 N. Warwick Rd,NA,NA,Magnolia,08049,http://www.magnoliaschools.org,Yes,PK,08,9500000US3409300,"Magnolia Borough School District, NJ",2.7,4.2,40.1,14.9,5.3,23.6,9.1,93.1,32.8,75.9,72.9,7.5,12.9,10.3,24.1,22.2,30.4,15.6,2.43,3.15,1937,44.6,11.8,24.4,8.3,10.9,71.9,21.2,0.2,9,0,7.5,21.6,74295,91729,93977,104610,17.7,7.3,10.8,6.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,385,310,2.4549368937924543,0.648169467673605,Magnolia Boro,23125,14168,2377,Magnolia School District,2023-24,58,48,17.5,36,69,91,49.5,29.5,38,40,84,50.6,17.1,57.4,NA,NA,NA,NA,NA,NA,NA,0.113292682926829,23.8,14.6,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00713114754098361,0.0087,10:1,83:1,41,10.7,9.4,70.7,2.4,22,42,11.1,15.7,38.5,34,45,35,44,47,35,40,46,33,50,0,0,0,0,410,399,10,83,Other
2023-2024,NJ,Manalapan-Englishtown Regional School District,NJ-252920,3409390,54 Main Street,NA,NA,Englishtown,07726,http://www.mersnj.us/,Yes,PK,08,9500000US3409390,"Manalapan-Englishtown Regional School District, NJ",1.3,1.7,19.3,14.9,7,34.1,21.6,97,55.8,66.4,60,4.4,5.9,4.7,41.9,25,22.5,31.4,2.74,3.23,16065,58.3,7.9,21.2,6.7,6,86.3,4.9,0.3,8.4,0,4.4,22.5,145630,180338,174869,212845,20.7,40.2,16,33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,81,57,-3.3210510052528246,-0.0589037993077563,Manalapan-Englishtown Reg,17427,9865,1956,Manalapan-Englishtown Regional School District,2023-24,56,50,61,63,49.5,54,52,57,51.5,45,49,74.7,29.1,82.3,NA,NA,NA,NA,NA,NA,NA,0.279843450479233,67.8,27,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160465868650922,0.173626634958383,12:1,174:1,378,13.0,13.0,82.8,0,4,357,7.8,15.5,11.1,115,404,453,465,453,535,498,599,605,564,0,0,0,0,4691,4635,12,174,Other
2023-2024,NJ,Mannington Township School District,NJ-332950,3409480,495 Route 45,NA,NA,Salem,08079,http://manningtonschool.org,Yes,PK,08,9700000US3409480,"Mannington Township School District, NJ",4.7,8,41.4,20.1,4.8,11.7,9.3,87.3,21.1,45.2,53.5,2.8,10.5,4.4,31.9,23.4,29.8,15.4,2.95,3.6,526,42.1,10.2,25.4,13.9,8.5,74.7,24.6,0.2,0,0,2.7,15.8,100714,117824,129375,131207,11.9,16.1,12.9,13.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,416,518,2.8758554602127093,0.2252349078951591,Mannington Twp,21342,13351,1977,Mannington Township School District,2023-24,60,59.5,59,86,74,39.5,56,74,69.5,53,55.5,63.8,26.7,72.3,NA,NA,NA,NA,NA,NA,NA,0.195,67.5,33.3,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0998591549295775,0.0998591549295775,9:1,82:1,19,12.7,9.2,78.9,10.5,10.5,20,14.7,15.3,21.5,29,14,17,21,16,10,15,17,13,11,0,0,0,0,163,161,9,82,Other
2023-2024,NJ,Mansfield Township School District,NJ-052960,3409510,200 Mansfied Road East,NA,NA,Columbus,08022,http://www.mansfieldschool.com,Yes,PK,06,9500000US3409510,"Mansfield Township School District (Burlington County), NJ",1.4,3.5,27.7,19.1,8,23,17.3,95.1,40.3,57.9,52.3,4.2,8.4,0.9,32,33.4,25.3,24.5,2.47,2.99,3696,55.1,12.2,18.2,4.7,9.7,79.3,17.7,0.6,2.8,0,4.1,16.9,106853,138774,146081,167668,16.4,32.8,11.8,24.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,215,249,-0.46765732971458224,1.3672821090228868,Mansfield Twp,23552,13066,2428,Mansfield Township School District,2023-24,62,64,67,48,66,NA,NA,73,34,68.5,NA,78.4,39.6,87.6,NA,NA,NA,NA,NA,NA,NA,0.283274021352313,61.3,29.6,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13145390070922,0.13145390070922,10:1,93:1,58,12.8,12.8,84.5,1.7,0,43,8.3,19.8,7.0,31,88,61,81,75,77,67,73,0,0,0,0,0,0,553,549,10,93,Other
2023-2024,NJ,Mansfield Township Elementary School District,NJ-412970,3409540,50 Port Murray Road,NA,NA,Port Murray,07865,http://www.mansfieldtsd.org,Yes,PK,06,9500000US3409540,"Mansfield Township School District (Warren County), NJ",2.3,6.7,28.6,12.7,13.4,24.8,11.5,91,36.3,71.4,65.7,3,13.4,0.7,48,14,23.9,21.7,2.61,3.36,3004,41.6,23.2,17.4,6,11.8,82,11.3,0.5,4.3,0,12.4,23.9,93472,104539,114984,125340,16.8,15.7,12.2,10.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,309,144,1.8644238410155558,-0.4611433305434266,Mansfield Twp,17078,10802,1768,Mansfield Township Elementary School District,2023-24,52,53,52.5,56,46,NA,NA,52,57,49,NA,44.3,14.8,51.6,NA,NA,NA,NA,NA,NA,NA,0.0509477124183007,33.1,13.1,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0347634069400631,0.0347634069400631,10:1,145:1,61,15.7,13.1,82,3.3,1.6,74,13.5,19.7,38.6,30,75,77,75,66,91,90,76,0,0,0,0,0,0,580,580,10,145,Other
2023-2024,NJ,Mantua Township School District,NJ-152990,3409600,684 Main Street,NA,NA,Sewell,08080,http://www.mantuaschools.com,Yes,PK,06,9500000US3409600,"Mantua Township School District, NJ",1.2,3.9,34.6,16.4,9.1,23.3,11.6,94.9,34.9,69,64.5,5.5,4.5,6.3,33.8,28.3,27.1,20,2.7,3.07,5883,46.4,12.6,21.2,10.2,9.6,93.5,5.5,0.5,1.8,0.1,0.7,19.5,108958,144978,128192,166493,12,26.3,11.9,20.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,227,190,0.5406032731655199,1.3189135270105954,Mantua Twp,18265,10876,1865,Mantua Township School District,2023-24,35,53,30,34.5,39,NA,NA,51,43,67,NA,59.5,32.3,66.7,NA,NA,NA,NA,NA,NA,NA,0.13248833592535,48.7,29.1,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0568788819875776,0.0568788819875776,11:1,139:1,111,9.4,8.8,83.2,2.7,2.7,160,14.5,20.9,18.6,144,155,142,159,183,155,141,171,0,0,0,0,0,0,1250,1248,11,139,Other
2023-2024,NJ,Margate City School District,NJ-013020,3409690,8103 Winchester Avenue,NA,NA,Margate,08402,http://www.margateschools.org,Yes,PK,08,9700000US3409690,"Margate City School District, NJ",1,2.5,16.3,15.3,8.4,25.7,30.7,96.5,56.4,55.8,55.5,4,4,6.1,39,19.4,31.5,14.1,2.06,2.58,6846,63.1,11.7,20.3,1.4,3.4,96.3,0.6,0,2,0.1,3.1,14.7,112661,165725,140729,214173,14,35,9.1,25.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,211,445,-2.0797028872384944,3.0654591591612754,Margate City,38137,23015,2695,Margate City School District,2023-24,58,67,55,47.5,58,79,57.5,73,71.5,46,73,77.6,37.8,86.6,NA,NA,NA,NA,NA,NA,NA,0.311268292682927,71.9,32.4,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173381642512077,0.157251461988304,6:1,80:1,50,14.8,13.5,74,0,2,28,8.9,21.9,4.1,4,34,39,32,37,38,28,44,26,35,0,0,0,0,317,317,6,80,Other
2023-2024,NJ,Marlboro Township School District,NJ-253030,3409720,1980 Township Drive,NA,NA,Marlboro,07746,http://www.mtps.org,Yes,PK,08,9500000US3409720,"Marlboro Township School District, NJ",1.4,1.7,14.4,11.1,7.2,33,31.3,97,64.2,64.6,57.7,3.7,5.9,2.4,37.7,27.3,26.7,36.8,2.96,3.27,14419,63.2,7.7,19.8,4.4,4.8,73.6,2.4,0.6,23.3,0,4,24.5,170357,222176,196387,245184,14.9,48.7,13.1,42.5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,55,119,-5.080017516464027,-1.6197054370577235,Marlboro Twp,19864,11580,2070,Marlboro Township School District,2023-24,50,48,57.5,59,44,45,43,54,56,36,44,73,29.7,81,NA,NA,NA,NA,NA,NA,NA,0.263889589905363,65.5,24.4,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193845669291339,0.198489378442172,11:1,182:1,423,13.2,11.6,81.3,0.7,0.9,514,11.5,16.5,8.0,76,345,445,447,493,501,531,478,626,599,0,0,0,0,4541,4483,11,182,Other
2023-2024,NJ,Maurice River Township School District,NJ-113050,3409780,3593 RT 47,NA,NA,PORT ELIZABETH,08348,http://WWW.MRTES.COM,Yes,PK,08,9700000US3409780,"Maurice River Township School District, NJ",3,13.9,54.9,15.3,6.4,4.5,2,83,6.5,20.6,47.5,8.1,3,0,26.2,56.2,14.6,18.8,2.41,2.92,1294,29.7,19,11.4,20.9,18.9,54.7,33.6,0.3,0.6,0,11.6,9.5,70109,114682,97500,150888,17.6,11.3,13.1,7.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,553,554,5.873084280911384,1.0535518165579358,Maurice River Twp,20217,10253,2300,Maurice River Township School District,2023-24,45,41.5,58,43.5,44,46,35,49,43.5,34,40.5,37.8,12.9,46.4,NA,NA,NA,NA,NA,NA,NA,0.0611203319502075,31.5,14.5,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0405394190871369,0.051151832460733,10:1,96:1,37,11.5,8.6,51.4,13.5,0,82,24,22.6,39.7,47,38,33,27,41,42,29,37,41,50,0,0,0,0,385,374,10,96,Other
2023-2024,NJ,Maywood School District,NJ-033060,3409810,452 Maywood Avenue,NA,NA,Maywood,07607,http://WWW.MAYWOODSCHOOLS.ORG,Yes,PK,08,9700000US3409810,"Maywood Borough School District, NJ",3.2,3.8,24.5,19,6.6,25.4,17.6,93,43,65.5,57.2,8,5.3,3,34,18.1,39.5,20.9,2.7,3.26,3848,47.7,10.6,22.2,8,11.5,68.9,7.3,0.6,18.7,0.3,16.2,17.3,119057,132831,137905,153685,17.7,24.7,15.2,19.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,266,348,0.29984909299169415,0.0436814497056822,Maywood Boro,16234,10136,1564,Maywood School District,2023-24,57,64,68,55,55,58,46,39,72,62.5,80,69.3,23.1,79.1,NA,NA,NA,NA,NA,NA,NA,0.277447154471545,63.1,21.3,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150765550239234,0.152260536398467,12:1,198:1,80,11.6,10.9,72.5,2.5,16.3,57,6,20.2,15.8,38,114,96,105,112,104,95,88,127,107,0,0,0,0,990,1002,12,198,Other
2023-2024,NJ,Medford Lakes School District,NJ-053070,3409840,44 Neeta Trail,NA,NA,Medford Lakes,08055,http://www.medford-lakes.k12.nj.us,Yes,PK,08,9500000US3409840,"Medford Lakes Borough School District, NJ",0,0.2,11.2,18.2,11.9,33.5,25,99.8,58.4,63.8,59.7,3.4,6.7,5.3,38.2,30.6,19.1,34.1,2.91,3.3,1509,57.2,8.9,22.8,3.7,7.5,97.7,0,0.1,6.4,0,0.7,24.7,139879,168020,157434,187270,19.5,34.4,17.9,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,117,327,-3.567557482429026,0.912488541212083,Medford Lakes Boro,18215,10355,2106,Medford Lakes School District,2023-24,62,59.5,58,68.5,82.5,65.5,42.5,41,62,82.5,57,74.7,25.9,85.2,NA,NA,NA,NA,NA,NA,NA,0.225625,54.6,10.9,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454934210526316,0.058109243697479,10:1,121:1,48,11.2,9.9,68.8,4.2,18.8,32,6.9,17.8,2.1,22,40,44,56,44,51,49,49,59,69,0,0,0,0,483,487,10,121,Other
2023-2024,NJ,Medford Township School District,NJ-053080,3409870,137 Hartford Road,NA,NA,Medford,08055,http://www.medford.k12.nj.us,Yes,PK,08,9500000US3409870,"Medford Township School District, NJ",0.4,1.7,15.2,13.2,6.7,41,21.9,97.9,62.8,66,59.8,3.7,6.2,3.8,35.3,32.6,22.2,26.3,2.67,3.06,9408,62.7,8.8,21.8,3.2,3.6,94.3,1.6,0.2,4.4,0.1,3,19.6,154446,190098,177143,216079,18.4,43,16,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,71,30,-4.302003099972061,1.0535092879439416,Medford Twp,19740,12146,2363,Medford Township School District,2023-24,43,40,58,54,46,33,33,53,54,27,33,65.7,32.2,77.6,NA,NA,NA,NA,NA,NA,NA,0.206281087333719,57,29.8,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112737268518519,0.132231462231462,12:1,167:1,236,12.6,12.5,79.1,5.1,6.8,226,8.5,25.4,6.7,156,295,276,319,290,311,299,294,287,289,0,0,0,0,2816,2727,12,167,Other
2023-2024,NJ,Mendham Borough School District,NJ-273090,3409900,12 HILLTOP ROAD,NA,NA,MENDHAM,07945,http://www.mendhamboro.org,Yes,PK,08,9500000US3409900,"Mendham Borough School District, NJ",0.5,0.5,9.4,9.2,4.3,36.6,39.5,99,76.1,65.1,57.3,3.1,6.7,7.3,45.4,27,13.5,29.8,2.74,3.13,1796,61.9,10,24.6,1,2.5,93.4,0.1,0,8.3,0,5.3,22.8,212550,284153,275000,324192,11.7,62.1,10.5,51.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,123,-7.31664936544457,-1.032616092131199,Mendham Boro,23484,12453,2786,Mendham Borough School District,2023-24,60.5,52,44.5,56,84,78.5,35,39,30,80,58,87.3,54.5,92.7,NA,NA,NA,NA,NA,NA,NA,0.412664473684211,80.1,43.2,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215116279069767,0.201316872427984,9:1,70:1,56,10.9,7.3,67.3,1.8,19.6,15,3.2,13.5,3.7,25,45,60,48,52,46,49,43,64,57,0,0,0,0,489,488,9,70,Other
2023-2024,NJ,Mendham Township School District,NJ-273100,3409930,18 West Main Street,NA,NA,Brookside,07926,http://www.mendhamtwp.org,Yes,PK,08,9500000US3409930,"Mendham Township School District, NJ",0.7,0.2,8.2,8.3,4.9,42.1,35.5,99.1,77.6,64.4,48.2,3.1,5.5,4,37.1,33.7,19.7,30.6,2.94,3.54,2095,70.6,7.6,14.9,4,2.8,90.1,1.4,0,8.3,0,5.6,23.2,240962,371996,275000,452389,13.1,72.3,19.9,57.8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52,531,-9.202444995530382,-1.7242712258779669,Mendham Twp,24728,14628,2361,Mendham Township School District,2023-24,64.5,66,50,82,67,61,50,56,66.5,83,45.5,90.5,71.3,94.6,NA,NA,NA,NA,NA,NA,NA,0.573689516129032,88.7,75.3,91.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300657084188912,0.285882352941176,10:1,113:1,81,12.8,11.8,69.1,3.7,0,25,3.4,16.7,0.5,53,79,67,81,103,87,99,76,79,66,0,0,0,0,790,788,10,113,Other
