SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2,district_name,per_pupil_cost,per_pupil_class_instruction,per_pupil_admin_cost,DistrictName,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,OfficialTotalEnrollment,student_teacher_ratio,student_admin_ratio,dist_colors
2023-2024,NJ,Merchantville School District,NJ-073110,3409960,130 S. Centre Street,NA,NA,Merchantville,08109,http://www.merchantvilleschool.org,Yes,PK,08,9700000US3409960,"Merchantville Borough School District, NJ",5.2,2.3,32.3,22.8,6,19.7,11.7,92.5,31.4,69.6,63.2,2.5,10.5,7.5,36.8,31.9,13.3,13,2.57,3.17,1617,37.7,13.5,18.8,5.9,24.1,79.7,12.3,0,4.7,0.2,20.5,23.2,72375,105257,122083,129330,15.8,15.8,11.8,11.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,366,495,2.376377833531755,-0.35602471524111245,Merchantville Boro,19051,12199,1907,Merchantville School District,2023-24,52,41.5,51,63,55,38,50,29,40,45,51,47.3,17.8,54,NA,NA,NA,NA,NA,NA,NA,0.0832661290322581,32.9,15.2,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0204347826086957,0.025343137254902,11:1,202:1,36,11.2,7.6,80.6,5.6,0,57,15.1,18.6,38.5,30,43,32,44,41,34,43,45,42,49,0,0,0,0,403,396,11,202,Other
2023-2024,NJ,Millstone Township School District,NJ-253200,3410230,5 Dawson Court,NA,NA,Millstone Township,08535,http://www.millstone.k12.nj.us,Yes,PK,08,9700000US3410230,"Millstone Township School District, NJ",1,3.6,18.2,13.3,7.6,39.1,17.4,95.5,56.5,67.9,59.1,3.2,5.9,2.6,34.3,20.6,36.5,28.4,2.89,3.1,3687,55.9,7.7,21.4,8.9,6.2,84.1,0.6,0.1,10.8,0.2,12.3,17.8,190559,229893,220217,254224,13.2,53.1,12,46.7,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,70,224,-4.011359327019692,-0.05809161537512847,Millstone Twp,22261,12822,2309,Millstone Township School District,2023-24,41,50,69,39,52.5,20,33,70,51,45.5,32,64.7,18.8,70.6,NA,NA,NA,NA,NA,NA,NA,0.169973226238286,54.5,15.3,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10045393858478,0.113192182410423,10:1,107:1,122,14.6,11.7,72,5.7,0.8,104,9.6,13.3,3.7,84,83,129,111,118,99,132,165,121,132,0,0,0,0,1174,1165,10,107,Other
2023-2024,NJ,Milltown School District,NJ-233220,3410290,21 West Church Street,NA,NA,Milltown,08850,http://www.milltownps.org,Yes,PK,08,9700000US3410290,"Milltown Borough School District, NJ",0.6,3.1,22.9,19.5,10.9,32.3,10.6,96.2,42.9,74.7,73,4.9,12.2,3.9,41.1,19.7,23.1,27,2.81,3.21,2586,44.1,15.6,25.8,4,10.5,91,1,0.4,4.1,0,10.6,24,125043,135587,137631,147836,14,29.4,13.3,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150,28,-0.38516066027057894,0.24819812727871823,Milltown Boro,19156,10781,2443,Milltown School District,2023-24,43,44.5,49.5,63.5,46.5,41,30,33,26,55,51,46.7,19.5,51.8,NA,NA,NA,NA,NA,NA,NA,0.0952399232245681,42.6,19.8,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0589423076923077,0.0573781902552204,10:1,116:1,78,11.3,8.0,59,0,15.2,58,7.4,17.0,19.0,29,73,93,90,89,83,84,74,104,92,0,0,0,0,811,806,10,116,Other
2023-2024,NJ,Mine Hill Township School District,NJ-273240,3410350,42 Canfield Avenue,NA,NA,Mine Hill,07803,http://www.minehillcas.org,Yes,PK,06,9700000US3410350,"Mine Hill Township School District, NJ",2.3,2.9,26.8,14.7,14,31.1,8.1,94.8,39.2,70.2,61.2,4,9.6,2.4,42.6,12.9,32.5,18.6,2.86,3.1,1463,44.1,14,17.6,12.4,11.9,83.5,2.7,0.6,10.7,0,18.4,19.7,110208,132789,107656,127310,17.7,14,16.8,16.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,341,368,1.0056189674322336,0.8680134035874297,Mine Hill Twp,22774,12330,2857,Mine Hill Township School District,2023-24,34,56,12,35,48,NA,NA,25.5,56.5,74,NA,58.7,14.3,66.5,NA,NA,NA,NA,NA,NA,NA,0.078586387434555,43.2,17.9,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0580412371134021,0.0580412371134021,12:1,129:1,33,12.8,11.0,78.8,0,3,39,11.6,14.5,37.5,47,47,44,51,46,38,51,58,0,0,0,0,0,0,387,367,12,129,Other
2023-2024,NJ,Monmouth Beach School District,NJ-253250,3410380,7 Hastings Place,NA,NA,Monmouth Beach,07750,http://WWW.MBSCHOOL.ORG,Yes,PK,08,9500000US3410380,"Monmouth Beach Borough School District, NJ",0,1.1,13.2,10.3,7,36.8,31.5,98.9,68.3,59.8,56.2,4.2,1.9,15.9,31.9,19.7,30.6,12.5,2.1,2.78,1913,67.7,7.6,19.5,2,3.3,90,2.4,0.2,4.2,0,7.3,11.6,144792,249545,220500,333293,12.7,51.9,10.9,39.1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,182,517,-4.887473580616362,2.388472455751722,Monmouth Beach Boro,25503,15614,3023,Monmouth Beach School District,2023-24,45,57,70,35.5,43,77,26,74,47,55.5,73,79.1,NA,86.2,NA,NA,NA,NA,NA,NA,NA,0.291119402985075,73.9,NA,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186268656716418,0.210576923076923,8:1,64:1,34,13.0,8.8,64.7,0,8.8,19,9,13.6,0.0,45,25,27,18,21,16,26,24,25,30,0,0,0,0,257,258,8,64,Other
2023-2024,NJ,Montague Township School District,NJ-373300,3410530,475 ROUTE 206,NA,NA,MONTAGUE,07827,http://WWW.MONTAGUESCHOOL.ORG,Yes,PK,08,9700000US3410530,"Montague Township School District, NJ",0.7,1.5,30.5,20.5,11.6,23.5,11.7,97.9,35.2,61.9,50.9,6.6,20.8,4.6,30.6,24.2,19.9,20.2,2.53,3.14,1802,40.4,10.9,19.3,14.6,14.8,92.2,0.4,0.4,5.9,0,5.3,20.4,102727,119342,126250,147949,20,16.4,14.7,11.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,345,404,1.0179582965675764,2.2434234275580067,Montague Twp,27029,13140,2974,Montague Township School District,2023-24,62,47,50,71,66.5,47,52,36,36.5,47,80,60.5,24.1,69.5,NA,NA,NA,NA,NA,NA,NA,0.162483660130719,43.5,17.2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0466013071895425,0.0435,8:1,103:1,37,10.3,4.6,21.6,8.1,13.5,23,8.9,18.8,27.5,54,32,38,30,24,34,35,23,26,13,0,0,0,0,309,308,8,103,Other
2023-2024,NJ,Montvale Board of Education School District,NJ-033330,3410620,47 Spring Valley Road,NA,NA,Montvale,07645,http://www.montvalek8.org,Yes,PK,08,9500000US3410620,"Montvale Borough School District, NJ",2.1,3.3,16.9,15.1,8.6,31.2,22.8,94.6,54,63,56.6,2.9,7,6.7,40.6,22.1,23.6,22.6,2.74,3.05,3123,58.1,10.7,24.3,5.1,1.9,83,2.4,0.3,15,0.1,6.3,20.6,175179,202387,186493,221665,22.2,45.6,14.1,43.1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,85,351,-3.5636779564129677,0.4762040920960142,Montvale Boro,18661,11804,2243,Montvale Board of Education School District,2023-24,71.5,54,36,81,81.5,75,65,45,24,65,77,76.9,39.4,83.9,NA,NA,NA,NA,NA,NA,NA,0.33251582278481,64.8,32.7,70.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149120879120879,0.162217973231358,11:1,124:1,93,15.0,11.6,68.8,1.1,10.5,79,8.1,16.3,4.6,28,109,107,103,98,93,116,119,109,111,0,0,0,0,993,975,11,124,Other
2023-2024,NJ,Moonachie School District,NJ-033350,3410680,20 West Park Street,NA,NA,Moonachie,07074,http://www.moonachieschool.org,Yes,PK,08,9700000US3410680,"Moonachie Borough School District, NJ",4.6,3.8,31.1,20.9,8.3,20,11.3,91.6,31.3,70.9,66.6,3.5,8.9,7.2,55.1,9.8,19,30,3.26,3.37,1006,35.3,19,20.7,3.1,22,79,3.8,0.5,9.1,0,18.1,25.9,90263,112396,105286,120850,9,15,8.7,13.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,317,450,2.3431168802304563,-2.613408859394929,Moonachie Boro,20525,11158,1995,Moonachie School District,2023-24,61,51.5,62,54.5,74.5,56,52,52,44,59.5,44,74.5,33.3,82.8,NA,NA,NA,NA,NA,NA,NA,0.266435185185185,55.3,27.8,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0695,0.0796354166666667,10:1,122:1,37,10.2,8.3,75,0,7.9,41,12.5,13.6,55.6,45,32,34,37,30,40,35,48,37,29,0,0,0,0,367,360,10,122,Other
2023-2024,NJ,Morris Plains School District,NJ-273380,3410770,520 SPEEDWELL AVENUE,Suite 116,NA,MORRIS PLAINS,07950,http://sites.google.com/mpsdk8.org/mpsdk8/home,Yes,PK,08,9700000US3410770,"Morris Plains Borough School District, NJ",1.2,1.9,11.4,10.8,7.5,36,31.1,96.9,67.2,69.7,66.1,5.2,10.1,3.4,38.4,23.3,24.9,20.7,2.49,3.05,2575,61.9,9,21.9,5.4,1.8,86.9,4.5,0.5,7.5,0.2,6.5,18.4,144540,170400,165721,194259,17.4,38.2,17.4,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,94,226,-3.635622772545436,0.9722288560794251,Morris Plains Boro,23117,14224,2465,Morris Plains School District,2023-24,62,67.5,61,45,47,87.5,58,75,68,56.5,68.5,78.5,38.8,89,NA,NA,NA,NA,NA,NA,NA,0.32812987012987,70.3,36.7,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219315789473684,0.1828125,9:1,100:1,69,10.6,7.9,56.5,2.9,13,39,6.6,22.8,11.0,12,63,70,64,63,90,43,63,72,62,0,0,0,0,602,600,9,100,Other
2023-2024,NJ,Mount Arlington Public School District,NJ-273410,3410860,235 Howard Boulevard,NA,NA,Mount Arlington,07856,http://www.mtartlingtonk8.org,Yes,PK,08,9700000US3410860,"Mount Arlington Borough School District, NJ",2,1.4,26.2,19.8,9.9,27.9,12.8,96.6,40.6,70,68.5,2.5,13.7,3.2,32.8,19.3,31,17.3,2.42,3.08,2884,42.5,11.4,31.3,5.2,9.5,88.5,6.3,4.3,2.8,0,5.9,18.5,95431,116693,106779,129132,14.4,13.5,14.2,10.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,335,299,1.0713011070105602,2.117656650057029,Mount Arlington Boro,24727,12877,2556,Mount Arlington Public School District,2023-24,65,58,45,68,74,73,61,48,59,58,62,65.9,25,80.1,NA,NA,NA,NA,NA,NA,NA,0.280747663551402,43.1,10.7,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105581395348837,0.130459770114943,8:1,91:1,44,13.9,10.9,77.3,4.5,4.5,49,14,28.4,19.0,14,40,50,38,44,32,39,31,33,42,0,0,0,0,363,350,8,91,Other
2023-2024,NJ,Mt. Ephraim School District,NJ-073420,3410890,225 W. Kings Highway,NA,NA,Mt. Ephraim,08059,http://www.mtephraimschools.com,Yes,PK,08,9700000US3410890,"Mount Ephraim Borough School District, NJ",1.2,5,43.2,23,7.1,14.7,5.9,93.8,20.6,68.9,62.7,8.2,20.5,6.3,32.1,23.1,18.1,15.2,2.43,3.25,1993,41.5,9.2,25.2,16.1,8,92.9,0.8,0.7,0,0,11.5,20.1,81800,94726,93438,110973,11.5,11.9,11.2,7.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,411,448,3.266608376179133,1.5809055454349334,Mount Ephraim Boro,22867,12068,2229,Mt. Ephraim School District,2023-24,46,46,35,58,58.5,39,37,45.5,58,47.5,39,53.8,22,60,NA,NA,NA,NA,NA,NA,NA,0.115952380952381,34.8,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0499609375,0.0603301886792453,10:1,111:1,43,15.4,11.2,65.1,0,9.3,53,13.8,15.6,40.0,54,36,58,30,37,46,45,47,39,45,0,0,0,0,437,430,10,111,Other
2023-2024,NJ,Mount Holly Township Public School District,NJ-053430,3410920,331 Levis Drive,NA,NA,Mt. Holly,08060,http://www.mtholly.k12.nj.us,Yes,PK,08,9500000US3410920,"Mount Holly Township School District, NJ",3,3.9,35.2,18.8,8.9,19.8,10.5,93.1,30.2,61.9,64,5.5,4.1,6.9,38.4,27.1,23.5,14.6,2.59,3.44,3919,38.9,14.9,26.3,8.2,11.8,65.1,30.4,1.1,4.7,0.1,7.3,21.3,81605,96667,96359,115060,13.1,12.9,9.5,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,371,208,2.9917191285463804,-0.05022408132151629,Mount Holly Twp,20737,11503,2310,Mount Holly Township Public School District,2023-24,48,53,43,35,51,58,48,44,26.5,73,64,33,NA,39,NA,NA,NA,NA,NA,NA,NA,0.0509580838323353,30.6,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301639344262295,0.0366666666666667,11:1,116:1,107,10.5,10.5,77.6,1.9,2.8,141,13.7,18.6,54.6,133,113,110,121,105,123,113,96,116,118,0,0,0,0,1148,1127,11,116,Other
2023-2024,NJ,Mount Laurel Township School District,NJ-053440,3410950,330 Mount Laurel Road,NA,NA,Mount Laurel,08054,http://mtlaurelschools.org,Yes,PK,08,9500000US3410950,"Mount Laurel Township School District, NJ",2.1,1.8,19.1,16,6,33.4,21.7,96.1,55.1,68.2,61.7,3.4,8.3,5,42.7,23.3,20.8,20.1,2.37,2.95,19594,59,11.4,18.9,4.3,6.4,72.6,15,1,11.5,0.1,6.3,19.6,111272,149393,134842,175085,15.8,29.1,14.1,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,148,78,-1.5757744423317543,0.27842316754139484,Mount Laurel Twp,18007,11998,1576,Mount Laurel Township School District,2023-24,48,46.5,55,59,56,35,34,44,43,51.5,46,56.5,19.6,64.5,NA,NA,NA,NA,NA,NA,NA,0.138069914466344,47.3,20.7,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0774388435878429,0.0771019108280255,12:1,198:1,376,11.9,11.5,71.8,0.5,5.3,468,11.6,18.7,16.1,343,399,429,431,479,462,437,462,461,462,0,0,0,0,4365,4309,12,198,Other
2023-2024,NJ,Mountainside School District,NJ-393470,3411040,1497 Woodacres Drive,NA,NA,Mountainside,07092,http://www.mountainsideschools.org,Yes,PK,08,9700000US3411040,"Mountainside Borough School District, NJ",2.9,0.9,15,11.5,4.9,29.6,35.2,96.3,64.8,57.6,52.3,3.4,13.3,7.3,35.3,30.2,13.8,33.3,2.7,3.09,2588,59.3,4.8,26.8,4.5,4.6,87.4,2.6,0.4,12.4,0,8.5,24.1,162531,214930,201449,243547,5.5,51.3,4.3,46,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,33,365,-4.6097578847424,-1.1977480244141574,Mountainside Boro,16382,10082,1633,Mountainside School District,2023-24,54,60,72.5,54,55,55.5,43,60.5,63,64,46,79.9,39.1,86,NA,NA,NA,NA,NA,NA,NA,0.334662576687117,74.9,40.6,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184332648870637,0.212581453634085,10:1,150:1,75,10.2,8.3,68,0,2.7,29,3.9,11.7,1.5,25,63,100,75,92,72,78,85,82,78,0,0,0,0,750,748,10,150,Other
2023-2024,NJ,Mullica Township School District,NJ-013480,3411070,500 Elwood Road,NA,NA,Elwood,08217,http://www.mullicaschools.com,Yes,PK,08,9500000US3411070,"Mullica Township School District, NJ",3.1,6.1,35.4,24.8,9.1,14.8,6.7,90.8,21.6,71.8,67.7,4.2,2.5,4.3,41,29.7,22.5,24.7,2.66,3.26,2271,41.8,17.9,24.7,5.9,9.7,89.7,8.4,0.1,0.5,0,5.3,23.8,87679,117534,131250,141773,19.2,21.1,15.9,14.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,344,388,1.9853245470101109,0.7044112374998158,Mullica Twp,20142,11058,2428,Mullica Township School District,2023-24,51.5,54,63,27,59,49,59.5,57,44.5,61,52,43.7,13.8,51.9,NA,NA,NA,NA,NA,NA,NA,0.0774530831099196,32.1,12.5,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0213368983957219,0.0259934853420195,10:1,107:1,61,10.5,9.7,67.2,0,11.5,93,17.6,20.2,38.0,99,50,47,55,57,71,51,53,81,68,0,0,0,0,632,621,10,107,Other
2023-2024,NJ,National Park Boro School District,NJ-153490,3411100,516 Lakehurst Avenue,NA,NA,National Park,08063,http://www.npelem.com,Yes,PK,06,9500000US3411100,"National Park Borough School District, NJ",0.9,6.9,42.1,21.4,10.8,13.2,4.7,92.2,17.9,65.7,61.3,7.2,1.9,4.3,41.9,33.2,18.7,18.1,2.87,3.17,1108,33.9,18.4,20.3,8.6,18.8,95,3.9,0.2,1.9,0,3.8,19.6,83125,103370,88929,110614,11.9,9.4,8.5,9.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,440,337,3.7807580607511526,0.8521721064320266,National Park Boro,22385,13612,1849,National Park Boro School District,2023-24,55,48.5,65.5,41,39.5,NA,NA,48,40,56,NA,29.3,NA,39.4,NA,NA,NA,NA,NA,NA,NA,0.0325657894736842,30.5,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0203267973856209,0.0203267973856209,9:1,N,33,10.7,8.7,69.7,0,3,36,15.3,18.8,49.5,54,32,23,24,39,38,38,39,0,0,0,0,0,0,287,287,9,N,Other
2023-2024,NJ,Neptune City School District,NJ-253500,3411130,210 West Sylvania Ave.,NA,NA,Neptune City,07753,http://www.neptunecityschool.org,Yes,PK,08,9700000US3411130,"Neptune City School District, NJ",0.7,2.1,23.7,34.4,7.1,20.5,11.6,97.3,32.1,76.6,84.7,6.8,0,2.1,27.1,27,43.7,8.3,2.04,2.57,2387,31.8,18.5,32.5,6.6,10.7,71.7,25.7,0,0.6,0,5.9,17.8,82009,94618,99894,113007,13.1,13.4,12.4,9.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,502,515,3.115033578539484,3.6675150842489717,Neptune City,22347,12451,2077,Neptune City School District,2023-24,26.5,42,32.5,27,31,36,22,65,36,28,39,19,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,16.1,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00648648648648649,0.00786885245901639,9:1,91:1,32,9.6,9.3,71.9,6.3,0,72,30.8,18.2,46.0,48,27,23,30,26,19,31,14,30,26,0,0,0,0,274,280,9,91,Other
2023-2024,NJ,Netcong School District,NJ-273520,3411190,26 College Road,NA,NA,Netcong,07857,http://www.netcongschool.org,Yes,PK,08,9500000US3411190,"Netcong Borough School District, NJ",4.8,4,27.8,18.7,7.5,30.6,6.6,91.2,37.2,70.6,63.7,2.1,12.4,9.2,29.1,20,29.3,10.9,1.86,2.49,1994,37.9,27.9,17.4,9.1,7.7,86.7,10,3.1,0.3,0,5,15.2,83125,101924,93371,98705,5.6,7.2,4.9,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,451,538,3.0924048612696975,2.4617595192374875,Netcong Boro,24145,13046,3037,Netcong School District,2023-24,44.5,47,60.5,33,42,71,34.5,58,44,33.5,56,49.1,20.5,59.3,NA,NA,NA,NA,NA,NA,NA,0.126467065868263,37.2,20.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0575428571428571,0.0699305555555556,9:1,74:1,34,11.9,6.7,50,2.9,0,23,8.8,26.0,32.4,38,19,26,35,34,25,35,29,24,31,0,0,0,0,296,280,9,74,Other
2023-2024,NJ,New Hanover Township,NJ-053540,3411250,122 Fort Dix Street,NA,NA,Wrightstown,08562,http://newhanover.k12.nj.us,Yes,PK,08,9700000US3411250,"New Hanover Township School District, NJ",4.6,4.4,36.4,22,6.9,17.5,8.2,91,25.7,72.1,66.3,4.6,8.5,1.1,39.4,26.1,25,16.3,2.47,3.03,459,29.7,19.7,20.8,13,16.9,71.5,19.7,1.2,3.3,0,9.8,22,85278,100994,96250,117535,13.5,15.3,9.9,10.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,389,105,3.7001461634603747,0.14874422156811118,New Hanover Twp,22678,13402,2152,New Hanover Township,2023-24,42.5,42,46,35,34.5,62,40.5,55,18,41,51.5,27.5,11.1,31,NA,NA,NA,NA,NA,NA,NA,0.0382075471698113,22.3,11.1,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0186915887850467,0.0224719101123595,9:1,62:1,20,17.6,12.4,75,5,0,34,19.2,17.2,49.5,15,14,26,20,20,18,15,23,16,19,0,0,0,0,186,186,9,62,Other
2023-2024,NJ,North Caldwell School District,NJ-133630,3411520,132A Gould Avenue,NA,NA,North Caldwell,07006,http://www.ncboe.org,Yes,PK,06,9500000US3411520,"North Caldwell Borough School District, NJ",0,4.9,8.8,5.1,4.2,31.9,45.1,95.1,77,67.7,61,5.8,15.4,3,49.7,21,10.9,29.3,3,3.15,2335,65,12.2,20.3,1.1,1.5,89.7,1.7,1.4,8.8,0,2.5,24.5,215000,304168,237500,314816,11.9,52.9,10.9,50.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,156,-6.698899046410273,-2.5222189785079268,North Caldwell Boro,22045,12770,2992,North Caldwell School District,2023-24,71,53,65,71,75.5,NA,NA,40,57,63,NA,86.4,59.5,93.6,NA,NA,NA,NA,NA,NA,NA,0.447177419354839,72.8,49.4,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162231182795699,0.162231182795699,10:1,137:1,71,13.2,11.8,81.4,0,7,40,6.1,17.1,0.0,40,82,93,102,84,96,104,83,0,0,0,0,0,0,684,678,10,137,Other
2023-2024,NJ,North Haledon School District,NJ-313640,3411550,201 Squaw Brook Rd.,NA,NA,North Haledon,07508,http://www.nhschools.net/nh,Yes,PK,08,9500000US3411550,"North Haledon Borough School District, NJ",6.1,4.6,30.1,19.9,2.1,25,12.3,89.4,37.2,60.4,51.7,6.4,6.4,1.7,36.3,13.5,42.1,27.7,2.78,3.09,3042,45.4,9.5,31.3,6.7,7.1,85.2,7.5,0.3,5.4,0.2,12.2,18.1,128472,164550,160572,180655,15.6,38.4,14.5,33.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210,423,-0.2939252087119145,0.19953363164348192,North Haledon Boro,17862,10351,2264,North Haledon School District,2023-24,58,59,56.5,51,81,58,45,30,35,77.5,69,56.9,22.2,63.4,NA,NA,NA,NA,NA,NA,NA,0.1715,41.6,19,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0828358208955224,0.0770392749244713,11:1,208:1,59,13.9,12.5,79.7,1.7,16.9,55,9.3,19.3,15.4,27,65,66,61,70,69,59,67,68,70,0,0,0,0,623,615,11,208,Other
2023-2024,NJ,North Hanover Township School District,NJ-053650,3411580,331 Monmouth Road,NA,NA,Wrightstown,08562,http://www.nhanover.com,Yes,PK,06,9500000US3411580,"North Hanover Township School District, NJ",8.9,7.5,31.3,17.4,6.6,20.6,7.9,83.7,28.4,59.9,54.6,6.5,18.4,7.9,46.7,11.8,15.1,18,2.64,3.11,1638,43.3,13.5,15.3,14.4,13.5,98.3,8.5,1.2,2.9,0,13.5,25.4,81078,105376,112390,122108,19.2,14.5,14.3,10.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,512,2.992309218428693,-0.859175999189366,North Hanover Twp,20958,12297,1556,North Hanover Township School District,2023-24,49.5,57,46.5,35,64.5,NA,NA,56.5,45,66.5,NA,47.8,19.6,54.1,NA,NA,NA,NA,NA,NA,NA,0.0704737732656514,39.9,21.7,43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403735144312394,0.0403735144312394,10:1,139:1,145,12.1,10.5,65,0.7,4.8,138,12.8,16.5,30.0,298,151,165,173,167,152,143,128,0,0,0,0,0,0,1377,1422,10,139,Other
