SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2
2023-2024,NJ,Franklin Lakes School District,NJ-031580,3405370,490 Pulis Avenue,NA,NA,Franklin Lakes,07417,http://www.franklinlakes.k12.nj.us,Yes,PK,08,9500000US3405370,"Franklin Lakes Borough School District, NJ",0.5,0.5,9.6,7.7,4.3,41.5,35.8,99,77.3,55.8,49.1,4.4,5.7,2.4,46.6,27.6,17.8,35.8,2.92,3.2,3876,67.4,6.7,20.5,3.6,1.8,86.3,3.7,0,10.7,0,6.3,24.8,204917,297367,232224,328622,8.6,59.5,10.4,52.1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,4,-7.373073280288231,-1.8162476456711865
2023-2024,NJ,Franklin Borough School District,NJ-371570,3405400,50 Washington Avenue,NA,NA,Franklin,07416,http://www.fboe.org,Yes,PK,08,9500000US3405400,"Franklin Borough School District, NJ",2,6.6,41.7,25.5,5.4,13.4,5.4,91.4,18.8,62.6,58.7,7.1,8.5,12.7,37.6,16.6,24.5,11.8,2.21,3.08,2348,31,21.4,17.3,15.4,14.9,90.2,4.5,1.8,0.3,0,14.1,17,87558,87787,95000,108031,11.9,8.5,9.2,4.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,418,4.8868918312068,1.4600171403945972
2023-2024,NJ,Township of Franklin School District,NJ-151590,3405430,3228 Coles Mill Road,NA,NA,Franklinville,08322,http://www.franklintwpschools.org,Yes,PK,06,9500000US3405430,"Franklin Township School District (Gloucester County), NJ",3.6,8.5,39.9,19.5,7.8,13.6,7.2,87.9,20.7,65.2,61.7,6.2,7.1,2.6,44.2,22.1,24,22.7,2.88,3.2,6088,35.7,16.5,18.1,16.6,13.2,86.3,11,1.1,1.8,0.2,5.8,20.9,94926,110472,101627,118978,12.6,14,11.4,12.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,392,213,3.6327738708033936,-0.36964150187531986
2023-2024,NJ,Franklin Township School District,NJ-191600,3405460,226 Quakertown Road,NA,NA,Quakertown,08868,http://www.ftschool.org,Yes,PK,08,9500000US3405460,"Franklin Township School District (Hunterdon County), NJ",1.4,2.2,25.7,16,5.7,31.9,17,96.3,49,69.6,62.6,2.4,1.8,1.5,18.7,22.4,55.5,17,2.68,3.08,1262,42.1,13.3,29.1,12.1,3.5,96.8,0.2,0,0.8,0,7.9,11.6,151563,177564,174773,194466,17.3,41.6,15,36.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,259,395,-1.7437338267555265,3.126855328922562
2023-2024,NJ,Franklin Township School District,NJ-411620,3405520,52 Asbury-Broadway Road,NA,NA,Washington,07882,http://www.franklinschool.org,Yes,PK,06,9500000US3405520,"Franklin Township School District (Warren County), NJ",0.3,3.1,29.6,19.1,11.2,23.6,13.1,96.6,36.7,67.7,65.3,5.4,7,5.3,31.5,28,28.2,29.7,2.75,3.11,1201,45.7,16.1,18.2,12.1,7.9,92.3,0.7,0.1,3.2,0,8.5,19.7,121193,149164,149261,171363,21.2,28,16.9,22.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,246,177,-0.27051999904963264,1.6798341316217364
2023-2024,NJ,Fredon Township School District,NJ-371630,3405550,459 Route #94S,NA,NA,Newton,07860,http://www.fredon.org,Yes,PK,06,9500000US3405550,"Fredon Township School District, NJ",1.3,1.3,21.5,15.4,11.3,28.9,20.3,97.5,49.2,63.5,62.5,2.6,7.3,1.6,37.7,32.2,21.2,30.6,2.84,3.12,1251,58.2,9.5,17.3,11.3,3.7,95.4,1.7,1.2,1.9,0,5.5,21.8,144643,196041,171667,216049,17.8,37.3,16.5,32.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,128,263,-2.8484805300394864,0.9299370888591297
2023-2024,NJ,Freehold Borough School District,NJ-251640,3405580,280 Park Avenue,NA,NA,Freehold,07728,http://www.freeholdboro.k12.nj.us,Yes,PK,08,9500000US3405580,"Freehold Borough School District, NJ",11.5,11.1,22.8,13.7,10.9,19.9,10.1,77.5,30.1,72.8,68.4,8.2,8.6,1.5,48.1,25.4,16.4,17.5,2.83,3.31,4541,28,28.7,16.8,5.3,21.2,60.8,14.7,7.3,2.2,0,25.4,26.9,71205,95122,93565,105525,7.9,10.5,6.6,8.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,520,513,5.7032301700055665,-4.600162538572649
2023-2024,NJ,Freehold Township School District,NJ-251660,3405640,384 West Main Street,NA,NA,Freehold,07728,http://www.freeholdtwp.k12.nj.us,Yes,PK,08,9500000US3405640,"Freehold Township School District, NJ",2.4,3.6,21.4,13.6,8,30.8,20.3,94.1,51.1,65.9,60.8,3.3,8.8,4.1,45.1,21.7,20.3,26.1,2.69,3.24,13437,52.6,14,21.1,5.9,6.5,87.7,5.9,0.2,7.6,0,4.2,21.6,130911,156202,163760,182094,18.8,37.7,15.7,29.9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,106,71,-1.9863865875521145,-0.09856396502277262
2023-2024,NJ,Frelinghuysen Township School District,NJ-411670,3405670,780 Route 94,NA,NA,Newton,07860,http://WWW.FRELINGHUYSENSCHOOL.ORG,Yes,PK,06,9500000US3405670,"Frelinghuysen Township School District, NJ",1.6,1.1,23.4,11.9,7.4,39.4,15.2,97.4,54.6,55.3,47.4,9.8,5.8,5.4,27.2,23.5,38,20.6,2.71,3.1,791,58.1,16.1,10.6,7.6,7.7,95.8,2.3,0,1.6,0,1.6,16.3,117727,151271,131500,176743,17.1,27.6,13.2,22.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,257,432,-1.4571797451362283,1.8333846629981343
2023-2024,NJ,Frenchtown Borough School District,NJ-191680,3405700,902 Harrison St.,NA,NA,Frenchtown,08822,http://www.dvrhs.org/FTSD,Yes,PK,08,9500000US3405700,"Frenchtown Borough School District, NJ",0.8,1.5,21.9,16,10.8,29.1,19.9,97.7,48.9,68.8,69.7,3.7,1.9,4.3,57.1,25.8,11,25.3,2.54,3.26,650,48.6,17.2,20,6.3,7.8,91.6,2.6,0.5,6.1,0,7.4,29.9,99018,131015,124531,159154,12,18.1,10.7,14.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,185,366,-0.5011241838460609,-0.3663866806305174
2023-2024,NJ,Galloway Township Public School District,NJ-011690,3405730,101 S REEDS ROAD,NA,NA,GALLOWAY,08205,http://WWW.GTPS.K12.NJ.US,Yes,PK,08,9500000US3405730,"Galloway Township School District, NJ",3.7,3.6,32.5,18.4,9,20.7,12.1,92.7,32.7,60.6,55.7,4.9,4.2,2.7,31.7,15.1,46.4,14,2.54,3.07,14490,38.7,25,19.9,7.9,8.7,75.2,13.1,1,9,0.1,10.8,17.3,86799,104545,95853,117971,13.6,10.8,11.1,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,425,372,2.8720449027924024,1.3309433682637017
2023-2024,NJ,Garwood Boro,NJ-391710,3405790,400 Second Avenue,NA,NA,Garwood,07027,http://www.garwoodschools.org,Yes,PK,08,9700000US3405790,"Garwood Borough School District, NJ",0.7,2.9,27.8,18.9,10.2,25.1,14.3,96.3,39.5,70,61.7,6,2.5,4.3,48.9,16.6,27.8,19.6,2.32,3.06,1972,48.8,9.5,19.6,11.2,10.9,85.1,0.9,0.5,2.7,0,18.6,16.9,107823,128257,142829,160661,25.5,19.4,18.4,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,350,452,0.37693718307566687,1.9564584179559419
2023-2024,NJ,Gibbsboro Elementary School District,NJ-071720,3405850,37 Kirkwood Rd.,NA,NA,Gibbsboro,08026,http://www.gibbsboroschool.org,Yes,PK,08,9500000US3405850,"Gibbsboro Borough School District, NJ",2.4,4.9,39.2,19.9,7.3,17.4,9,92.7,26.4,55.7,55.6,8.7,4.9,7.5,30.4,32.3,25,26,2.91,3.37,830,46.5,9.8,25.7,9.7,8.4,89.2,5.2,1.4,6.2,0,6.3,24.1,93103,120867,106458,133772,14.1,17.3,12.5,14.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330,406,1.7294313573847335,0.3122582399582057
2023-2024,NJ,Gloucester Township Public Schools,NJ-071780,3406030,17 Erial Road,NA,NA,Blackwood,08012,http://www.gloucestertownshipschools.org,Yes,PK,08,9500000US3406030,"Gloucester Township School District, NJ",2.6,3.8,31.5,19.7,9.5,22.8,10.2,93.7,33,68.4,64.9,6.3,4.8,7.4,36.6,21.9,29.2,17.4,2.67,3.22,26112,42,14.9,24.3,7.2,11.6,74.3,20.8,0.9,5.5,0,5.9,21.9,95084,109235,108143,123686,14.7,14.1,11.8,11.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,338,143,2.2109592321644125,0.19595002341986967
2023-2024,NJ,Green Township School District,NJ-371800,3406090,69 Mackerley Road,NA,NA,Greendell,07839,http://www.greenhills.org,Yes,PK,08,9700000US3406090,"Green Township School District, NJ",1.2,0.9,13.9,10.4,5.3,42.2,26.1,97.8,68.3,63.2,62.1,7.1,2.3,8.1,26.7,25.2,37.8,29.4,2.97,3.31,1269,59.3,11.1,21.9,3.1,4.6,93.1,4.3,0,0.8,0,7.7,19.3,162315,190563,167159,196063,22.8,29.3,23.8,29.1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,155,453,-4.1195878720571395,0.891776555555977
2023-2024,NJ,Green Brook Township Public School District,NJ-351810,3406120,132 Jefferson Avenue,NA,NA,Green Brook,08812,http://www.gbtps.org,Yes,PK,08,9700000US3406120,"Green Brook Township School District, NJ",3.3,3.3,21.1,15.8,4.2,32.5,19.7,93.4,52.3,70.5,63.4,4.8,3.8,2.5,33.6,37,23.1,26.5,2.95,3.34,2426,56.3,9.1,24.3,3.7,6.5,65.4,0,0.4,26.3,0,15.9,20.2,202321,213019,193854,225072,20.1,48.6,13.7,50.9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100,520,-3.8479345450078024,-1.6595817718154409
2023-2024,NJ,Greenwich Township School District,NJ-111820,3406150,839 YE GREATE STREET,NA,NA,GREENWICH,08323,http://www.greenwichstowcreekpartnershipschools.org,Yes,PK,08,9500000US3406150,"Greenwich Township School District, NJ",1.2,4.8,28,24.3,7.7,17.4,16.6,94,34,55.1,54.1,8.5,0,12.6,37,22,28.3,17.7,2.52,2.87,321,53.8,14.5,16.8,5.3,9.6,96.5,3.5,0.6,0.6,0.3,6.3,15.1,95875,115749,105000,130584,14.6,18,12.5,14.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,412,501,1.5044750240637168,2.27840285996345
2023-2024,NJ,Greenwich Township School District,NJ-151830,3406180,415 Swedesboro Road,NA,NA,Gibbstown,08027,http://www.greenwich.k12.nj.us,Yes,PK,08,9700000US3406180,"Greenwich Township School District (Gloucester County), NJ",5.2,3.4,38.7,15.1,9.1,18.8,9.8,91.4,28.6,59.5,51.7,2.7,4.2,7.7,42.1,22.8,23.3,17,2.51,3,2033,39.3,11,23.5,13,13.3,87.6,6.2,0.4,2.7,0,7.6,18.7,90345,101890,104160,119747,13.6,11.4,10.3,8.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,375,284,2.5262876620068946,1.4265083150794
2023-2024,NJ,Greenwich Township School District,NJ-411840,3406210,101 Wyndham Farm Boulevard,NA,NA,Stewartsville,08886,http://www.gtsd.net,Yes,PK,08,9700000US3406210,"Greenwich Township School District (Warren County), NJ",0.2,2.2,15.6,17.3,6.9,35.7,22.1,97.6,57.8,72.5,69.1,6.1,4.5,2.3,36,26.8,30.4,41.3,3.09,3.35,1768,51.3,16,23.1,4.2,5.4,80.1,8.9,0.1,13.9,0.3,4.9,26.4,168145,183630,177650,191766,28.9,40.6,25.2,38.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,146,296,-3.9382015739389153,-0.5300194231801744
2023-2024,NJ,Guttenberg School District,NJ-171850,3406240,301 69th Street,NA,NA,Guttenberg,07093,http://www.alkschool.org,Yes,PK,08,9700000US3406240,"Guttenberg Town School District, NJ",8.6,4.7,25,13.9,4.9,27,15.9,86.7,42.9,70.1,67,8.2,6,3.6,51.6,16.7,22.1,14.5,2.37,2.96,5310,39,24.2,21,5.5,10.4,66,7.2,0.9,8.2,0.7,35.5,20.2,76187,103910,84191,113595,6.8,19.9,4.9,16.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,376,272,2.9993105541499743,-2.055754379207278
2023-2024,NJ,Hainesport Township School District,NJ-051910,3406420,211 Broad St.,NA,NA,Hainesport,08036,http://www.hainesport.k12.nj.us,Yes,PK,08,9500000US3406420,"Hainesport Township School District, NJ",0,2.4,27.1,16.7,9.6,29.5,14.7,97.6,44.2,60.9,56.6,3.6,4.4,0,41.8,37.6,16.2,16.6,2.44,2.69,2574,38.6,4.8,45.2,7.5,3.9,78.8,10.6,0.2,8,0,8.6,18.6,123018,158450,131808,176956,18.3,28.6,16.6,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,291,443,-0.9009512029474916,3.0069612155263856
2023-2024,NJ,Haledon Public School District,NJ-311920,3406450,91 Henry Street,NA,NA,Haledon,07508,http://www.haledon.org,Yes,PK,08,9500000US3406450,"Haledon Borough School District, NJ",5.9,4.6,39.2,20.5,4.2,18.2,7.3,89.5,25.6,68.8,63.7,5.8,1.4,5.7,42.6,21.2,29.1,19.2,2.79,3.1,3271,29.5,16.8,23.2,12.4,18.1,55.7,20.2,2.3,5.5,0,27.7,21.5,98462,103589,106724,114521,14.1,11.5,12,9.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,445,379,4.032130697877422,-1.4947508955612643
2023-2024,NJ,Hamburg School District,NJ-371930,3406480,30 Linwood Ave.,NA,NA,Hamburg,07419,http://www.hamburgschool.com,Yes,PK,08,9500000US3406480,"Hamburg Borough School District, NJ",0,1.1,29.2,25.5,6.6,27.1,10.3,98.9,37.5,71.8,66.7,5.1,9.5,7.4,32.8,31.9,18.4,12.1,2.24,2.79,1478,41,10.6,21.4,11.4,15.6,85,3.4,1.3,5.5,0,17.4,17.3,78586,104881,114023,122761,10.3,19.8,9.1,14.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,360,383,1.7305210896717778,2.1193489147944518
2023-2024,NJ,Hamilton Township School District,NJ-011940,3406510,1876 DR. DENNIS FOREMAN DR.,NA,NA,MAYS LANDING,08330,http://www.hamiltonschools.org,Yes,PK,08,9500000US3406510,"Hamilton Township School District, NJ",1.8,4.6,32.2,21.3,8.1,22.9,9.1,93.6,32,64.6,61.9,12.6,3.7,4.1,44.7,17,30.5,15.1,2.53,3.14,11329,38.8,21.9,23.5,6.9,8.9,75,20.3,1.1,7.2,0,7.7,20.7,86303,100817,105707,119842,14.8,9,10.2,7.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,401,232,3.153877067727345,0.42107711148750804
2023-2024,NJ,Hampton Township School District,NJ-371980,3406630,1 School Road,NA,NA,Newton,07860,http://www.mckeown.org,Yes,PK,06,9500000US3406630,"Hampton Township School District, NJ",1.6,3.3,29.6,15.4,6.7,25.9,17.5,95.1,43.4,58.3,54.4,4.7,8,11.6,32.7,27.6,20.1,19.7,2.44,2.88,2092,44.1,14.3,23.9,7.4,10.2,97,0.6,0.3,2.1,0,3.9,19.8,102394,118682,124871,134294,18.7,20,13.5,16.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,249,101,0.19960335816015612,2.2040476643522906
2023-2024,NJ,Hanover Township School District,NJ-272000,3406690,61 Highland Avenue,NA,NA,Whippany,07981,http://www.hanovertwpschools.com,Yes,PK,08,9500000US3406690,"Hanover Township School District, NJ",3,1.5,20.7,11.1,5.5,31.2,27.1,95.5,58.2,67.9,62.8,3.3,5.5,10.1,39.3,19.9,25.1,21.8,2.46,3.16,6023,60.7,13.1,17.8,3.8,4.5,81.1,2.1,0.3,16.6,0,5.3,18.9,146063,175058,172649,209364,20.4,41,16.3,31.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,131,352,-3.2856910728105997,0.20890752353014577
2023-2024,NJ,Harding Township School District,NJ-272010,3406720,34 Lees Hill Road,NA,NA,New Vernon,07976,http://www.hardingtwp.org,Yes,PK,08,9700000US3406720,"Harding Township School District, NJ",0.7,4,11.6,7.3,3.7,42.3,30.5,95.3,72.7,48,36,11.6,3.9,4.4,49.9,35.1,6.6,16.4,2.54,2.92,1598,71.7,4,21.5,0.7,2,92.2,3,0,4.8,0,1.9,19.7,147344,294026,215114,351323,5.8,51.7,6.3,43.6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,108,484,-5.588728523702032,-0.4627206468968919
2023-2024,NJ,Hardyston Township School District,NJ-372030,3406780,183 Wheatsworth Road,NA,NA,Hamburg,07419,http://www.htps.org,Yes,PK,08,9500000US3406780,"Hardyston Township School District, NJ",1.2,6.3,28.9,22.8,7.6,20.6,12.6,92.5,33.2,66.5,61.3,6.4,5.2,6,48.9,19.7,20.1,17.7,2.35,2.75,3865,38.8,18.3,22.5,11.3,9.1,91.1,8.8,1.6,2.9,0,3.9,18.1,115579,125737,136196,145011,17.5,23.8,15.7,19.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,311,276,1.5890598965114762,1.7709343475270267
2023-2024,NJ,Harmony Township School District,NJ-412040,3406810,2551 BELVIDERE ROAD,NA,NA,PHILLIPSBURG,08865,http://www.htesd.org,Yes,PK,08,9700000US3406810,"Harmony Township School District, NJ",3.4,1.4,42.7,16.9,11.7,17.7,6.3,95.3,24,62.8,59.4,4.8,3.8,3.6,50.4,16.3,25.9,26.9,2.69,3.05,1022,31.5,12.9,21.4,19.2,15,93.3,0.2,0,6.8,0,0,18.2,91384,108560,112969,119405,19.9,11.6,16.3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,446,431,2.3618313706643894,2.0534617317789032
2023-2024,NJ,Harrington Park School District,NJ-032050,3406840,191 Harriot Avenue,NA,NA,Harrington Park,07640,http://www.hpsd.org,Yes,PK,08,9500000US3406840,"Harrington Park Borough School District, NJ",0.3,1.5,10.6,12.8,4.8,46.3,23.7,98.2,70,63.5,54.2,2.6,14.8,3.2,42,22.3,17.7,29.9,2.78,3.06,1819,63.9,4.8,25.8,3,2.5,77.5,0.9,0.6,22.5,0.6,4.2,24.6,183138,246676,195250,281407,18,49.4,15.9,42.5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,35,40,-6.088234923661267,-0.5797513146915065
2023-2024,NJ,Harrison Township School District,NJ-152070,3406900,120 N. Main Street,NA,NA,Mullica Hill,08062,http://www.harrisontwp.k12.nj.us,Yes,PK,06,9500000US3406900,"Harrison Township School District, NJ",1.9,2.7,19.8,10.8,5.8,33.1,25.7,95.4,58.9,68.8,65.3,4.2,6.8,7.5,40.1,20.2,25.4,41.1,3.24,3.64,4364,61.5,7.2,16.5,8.3,6.4,88.9,4.1,1.1,5.6,0.4,4.2,27.2,173375,190052,191620,206151,19.9,43.7,16.3,39.1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,80,185,-4.125850585065537,-2.218923706995838
2023-2024,NJ,Haworth Public School District,NJ-032090,3406960,205 Valley Road,NA,NA,Haworth,07641,http://www.haworth.org,Yes,PK,08,9500000US3406960,"Haworth Borough School District, NJ",1.1,1.9,11.6,12,3.8,33.6,36,97,69.6,65.9,56.8,3.4,7.3,2.8,48.4,24.8,16.7,35.2,3.12,3.31,1184,64.2,11.1,19.9,1.4,3.3,83.5,3.2,0.7,20.4,0,8.1,30.2,215972,252024,227661,264261,18,57.4,16.5,54.3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,376,-6.651761880356659,-2.742526101557886
2023-2024,NJ,High Bridge Borough School District,NJ-192140,3407110,40 Fairview Ave,NA,NA,HIGH BRIDGE,08829,http://www.hbschools.org,Yes,PK,08,9500000US3407110,"High Bridge Borough School District, NJ",2.4,2.1,26.2,12.3,9.9,29.3,17.9,95.5,47.1,66.3,63.2,6,4.6,3.4,30.9,27.7,33.5,27.2,2.48,2.98,1466,46.7,16.6,19.3,8.3,9.1,83,6.2,0.9,9.2,0,6,21.6,106111,119946,122431,135035,16.8,18.5,14,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,241,148,-0.013848365679175884,1.2182383822447735
2023-2024,NJ,Highlands Borough School District,NJ-252160,3407200,360 Navesink Ave,NA,NA,Highlands,07732,http://www.HighlandsElementary.org,Yes,PK,06,9500000US3407200,"Highlands Borough School District, NJ",1.7,7.2,16.8,15.4,9.3,26.6,23,91.1,49.7,65.7,59.7,6.3,17.5,3.1,49.6,12.4,17.3,13.9,1.85,2.61,2925,52.9,18.8,19.4,5.6,3.3,93.7,1.9,1.6,6.9,0,2.2,13.7,86901,132198,145214,170016,18.4,28.9,10.8,18.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,278,344,0.013479527699226897,2.360622890195765
2023-2024,NJ,Hillsdale School District,NJ-032180,3407260,32 RUCKMAN ROAD,NA,NA,HILLSDALE,07642,http://www.hillsdaleschools.com,Yes,PK,08,9500000US3407260,"Hillsdale Borough School District, NJ",1.4,2.4,14.6,11.7,7.1,36,26.9,96.2,62.9,71.9,68.2,2.9,8.2,6.1,34.2,25.4,26.1,29.6,2.95,3.31,3515,58.3,11.4,21.5,5.2,3.5,87.7,3.5,0.1,8.3,0.1,7.8,20.8,175802,197759,198176,221100,16.2,49,16.5,42.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,57,247,-4.421017942165935,-0.49449318502925077
2023-2024,NJ,Ho-Ho-Kus School District,NJ-032200,3407320,70 Lloyd Road,NA,NA,Ho-Ho-Kus,07423,http://www.hohokus.org,Yes,PK,08,9700000US3407320,"Ho-Ho-Kus Borough School District, NJ",0.3,1.5,4.9,7.8,2.8,40.5,42.3,98.1,82.8,69.4,65.5,2,14.1,11.4,37.8,17.6,19.1,41.4,3,3.36,1561,69.9,4.6,21.4,3,1.1,84.7,1.6,0,13.5,0,8.3,29.1,275000,387818,275000,420093,8.2,73,9.5,65.2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,141,-9.626995622488122,-3.4833651934734626
2023-2024,NJ,Holland Township School District,NJ-192220,3407380,710 Milford Warren Glen Rd.,NA,NA,Milford,08848,http://www.hollandschool.org,Yes,PK,08,9500000US3407380,"Holland Township School District, NJ",1.7,1.3,29.4,19.5,9.4,23.5,15.2,97,38.7,65.6,59.1,5.8,6.4,3.3,53.1,28.7,8.5,30.2,2.73,3.1,1942,41.7,22.7,17.2,12.4,6,98.6,1.9,0.7,0,0,0.3,25,125038,136807,132277,152069,23.9,18,20.8,15.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,272,334,-0.1416195860924331,1.0783096988503247
2023-2024,NJ,Hope Township School District,NJ-412250,3407470,320 Johnsonburg Road,NA,NA,Hope,07844,http://www.hope-elem.org,Yes,PK,08,9700000US3407470,"Hope Township School District, NJ",1,4.7,32.7,21.8,9.1,19.5,11.3,94.4,30.8,69.8,62.3,4.9,9.7,0.9,39.6,19,30.8,17.2,2.4,2.76,865,35.8,11.4,28.7,10.2,13.9,94.7,0.7,0.4,3.2,0,3.8,14.5,104009,125020,123750,144241,13.9,22,11,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,318,129,1.7095075610028623,2.82449413060266
2023-2024,NJ,Hopewell Township School District,NJ-112270,3407500,122 Sewall Road,NA,NA,Bridgeton,08302,http://hopewellcrest.org,Yes,PK,08,9500000US3407500,"Hopewell Township School District, NJ",2.8,7.4,41.4,14.4,8.9,15.6,9.6,89.8,25.2,61.5,56.3,3,4.3,1.6,47.8,25,21.2,16,2.71,3.42,1793,38.7,14.9,27.1,8.1,11.2,78.8,12.4,2.5,1.3,0.1,11.4,20.8,88194,106002,108095,120319,17.3,12.2,13.4,9.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,380,354,2.8985132200171075,-0.012337668445100439
2023-2024,NJ,Howell Township Public School District,NJ-252290,3407560,4567 US Route 9,Suite D,NA,Howell Twp,07731,http://www.howell.k12.nj.us/,Yes,PK,08,9500000US3407560,"Howell Township School District, NJ",2.1,2.8,26.7,16.8,8.6,27.4,15.7,95.1,43,68.1,63.2,5.6,6.8,6.6,37.1,23.4,26.1,27.4,2.86,3.35,19233,46.8,14.6,22.2,7.3,9.1,87.5,4.5,0.3,6.2,0.1,7.9,22.2,128297,142378,145347,161210,19.3,28.4,17.2,22.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,173,108,-0.6334496613878176,0.022020441724967588
