SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2
2023-2024,NJ,UPPER PITTSGROVE TWP School District,NJ-335320,3416590,235 Pine Tavern Rd.,NA,NA,Monroeville,08343,http://www.upsnj.org/,Yes,PK,08,9700000US3416590,"Upper Pittsgrove Township School District, NJ",1.7,4.5,48.8,11.8,5.8,17.6,9.8,93.8,27.4,59.4,49.5,8.1,4,5.6,31.2,22.7,36.5,20.5,3,3.3,1206,41.4,14.3,23,8.2,13.2,93.2,4.7,0.8,1.3,0,6,18.6,80952,114093,91615,127589,23.3,12,19.7,9.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,426,516,1.9469162920098035,1.4236476176063624
2023-2024,NJ,Upper Saddle River School District,NJ-035330,3416620,395 West Saddle River Road,NA,NA,Upper Saddle River,07458,http://www.usrschoolsk8.com,Yes,PK,08,9500000US3416620,"Upper Saddle River Borough School District, NJ",2.1,1.1,7.4,10.6,6.1,41.2,31.3,96.7,72.6,66.2,61.2,7.7,5.4,7.2,32.1,33.8,21.5,43.4,3.19,3.29,2616,69.3,5.9,19.7,3,2.2,82.4,3.1,0.2,18,0,3.9,26.2,234476,328250,238455,336451,13,59,12.5,56.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,11,-7.633539797252263,-2.542895188883294
2023-2024,NJ,Upper Township School District,NJ-095340,3416650,525 Perry Road,NA,NA,Petersburg,08270,http://www.upperschools.org,Yes,PK,08,9700000US3416650,"Upper Township School District, NJ",0,1.1,26.2,17.3,9.2,26.4,19.7,98.8,46.1,66.9,61.2,2.4,4.6,9.6,49.5,17.7,18.6,25.4,2.43,2.79,6599,47.1,11.8,25.3,8.6,7.3,96.2,0.5,0.8,2.1,0,2.2,21.6,106822,128592,124063,141843,22.1,19,18.8,15.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,256,277,-0.7395475462907382,2.4720412392714564
2023-2024,NJ,Ventnor City School District,NJ-015350,3416680,400 N. Lafayette Avenue,NA,NA,Ventnor City,08406,http://www.veccnj.org,Yes,PK,08,9700000US3416680,"Ventnor City School District, NJ",3.5,4.4,29.2,19.3,7.2,21.4,15.1,92.1,36.4,58.2,50.9,7.2,6.2,3.4,37.8,21.7,30.9,10.1,2.13,2.78,7760,41.8,29.4,19,4.7,5.1,80.4,6.7,1.1,12.5,0,7.7,13.6,71321,104821,86011,136879,5.6,19.2,5.3,12.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,410,402,2.6836573659460483,1.7324963419560258
2023-2024,NJ,Voorhees Township School District,NJ-075400,3416830,329 Rt. 73,NA,NA,Voorhees,08043,http://www.voorhees.k12.nj.us,Yes,PK,08,9500000US3416830,"Voorhees Township School District, NJ",2.5,3,17.4,12.1,6.7,31.2,27,94.5,58.3,64.6,56.2,5.5,3.9,5.4,40.2,23.4,27.1,24.2,2.49,3.11,12487,58.4,11.3,20.1,4.5,5.8,69.3,9.9,0.8,20.5,0.1,4.4,20.7,108518,162636,154827,213776,14.4,37.4,10,25.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,127,251,-2.1730316908429907,-0.5223339959694575
2023-2024,NJ,Wanaque School District,NJ-315440,3416950,973A Ringwood Avenue,NA,NA,Haskell,07420,http://www.wanaqueps.org,Yes,PK,08,9500000US3416950,"Wanaque Borough School District, NJ",2.3,3.8,33.4,16.6,6.5,27.5,9.9,93.9,37.4,66.4,56.7,4.2,6.8,7.6,47.3,17.5,20.8,17.3,2.53,3.11,4428,39.3,14.6,22.5,12.9,10.8,89.6,2.3,0.3,4.6,0,11.3,16.2,108650,121075,124239,135953,20.4,18.3,17.2,15.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,297,135,1.0841702541399358,1.441688197368052
2023-2024,NJ,Warren Township School District,NJ-355470,3416980,213 Mt. Horeb Road,NA,NA,Warren,07059,http://www.warrentboe.org,Yes,PK,08,9500000US3416980,"Warren Township School District, NJ",1.2,1.7,16.3,10.6,3.7,34.6,32,97.1,66.6,67.8,61.8,2.4,6.5,4.4,45.5,22.4,21.2,33.6,2.89,3.16,5711,60,7.5,21.3,3.4,7.8,78.3,5.3,1.2,18.3,0,4,23.3,191875,285022,226413,309396,9.1,53.2,10.6,47.4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17,8,-5.7290104367676955,-2.161227853765867
2023-2024,NJ,Washington Borough School District,NJ-415480,3417010,300 West Stewart Street,NA,NA,Washington,07882,http://www.washboroschools.org,Yes,PK,06,9500000US3417010,"Washington Borough School District, NJ",3.7,5.3,41.4,13.4,11.3,18.1,6.7,91,24.8,67,61.1,5.4,5.3,1.1,34.9,36.6,22.1,19.5,2.41,3.31,3119,27.8,17.3,26.6,8.6,19.7,83.9,7.8,0.5,2.5,0,11.1,25.1,67761,83266,87159,108179,11.7,7.3,6.5,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,420,189,3.8863452731913446,0.2785580853685755
2023-2024,NJ,Washington Township School District,NJ-275520,3417130,53 West Mill Road,NA,NA,Long Valley,07853,http://www.wtschools.org,Yes,PK,08,9500000US3417130,"Washington Township School District (Morris County), NJ",1,1.6,14.3,11.3,6.8,37.6,27.4,97.4,65,64.6,60.8,6.1,4.6,2.7,36,35.3,21.3,29.7,2.84,3.16,6571,57.3,14,19.1,4,5.6,91.4,1.5,0.3,6.7,0,6.1,22,176351,216791,200259,245986,16.4,50.2,15.9,41.8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,58,98,-4.690248319125937,-0.2895653958326432
2023-2024,NJ,Washington Township School District,NJ-415530,3417160,1 East Front St.,NA,NA,Washington,07882,http://www.washtwpsd.org,Yes,PK,06,9500000US3417160,"Washington Township School District (Warren County), NJ",1,2.9,34.5,13.9,9.8,28.5,9.3,96.1,37.8,66.7,65.2,4.1,0.6,5.7,43.5,22.8,27.5,22.5,2.56,2.94,2650,38.4,13.3,17.8,14.8,15.6,90,6.5,0.6,4.8,2.7,3.5,21.1,111815,132707,137168,153825,19.2,25.6,16.9,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,492,527,0.7080026583683395,1.420674280730488
2023-2024,NJ,Watchung Borough School District,NJ-355540,3417190,1 Dr. Parenty Way,NA,NA,Watchung,07069,http://www.watchungschools.com,Yes,PK,08,9500000US3417190,"Watchung Borough School District, NJ",1.4,3,15,14.5,5.8,35.3,25,95.6,60.3,68,62.2,6.8,10.6,4.3,46.5,11.5,27.1,18.4,2.82,3.19,2286,57.8,11.6,19.2,3.4,8,85.3,0.4,0.2,16.3,0,2.6,20.1,157065,210743,178000,248093,17,45.4,16.1,39.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,78,385,-3.59150238142666,-0.42364450584842384
2023-2024,NJ,Waterford Township School District,NJ-075560,3417250,1106 Old White Horse Pike,NA,NA,Waterford,08089,http://www.wtsd.org,Yes,PK,06,9700000US3417250,"Waterford Township School District, NJ",2.2,7.6,40.4,17.9,10,15.8,6.1,90.2,21.9,67.3,62.5,6.5,4.5,4.4,46.6,21.2,23.3,17.5,2.65,2.98,3969,32.5,14.4,21,13.7,18.4,93.4,3.5,0.2,2.4,0.2,7.5,16,99799,116634,118448,129809,19.2,16.9,16.1,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,423,265,3.062048144981635,1.4236900907803132
2023-2024,NJ,Wenonah  Boro School District,NJ-155590,3417340,200 N. Clinton Avenue,NA,NA,Wenonah,08090,http://www.wenonahsd.org,Yes,PK,06,9500000US3417340,"Wenonah Borough School District, NJ",0.1,1.3,19.4,11,10.7,31.8,25.7,98.6,57.5,68.3,58.9,4.7,7.9,1.9,38.4,20.3,31.5,33.3,2.77,3.15,861,54.6,15.9,18.1,2.1,9.3,99.1,0,0.5,1.9,0.3,0.2,22.8,127125,187812,146650,213246,16,32.7,15.7,27.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,115,252,-2.8909717746094485,0.7637276797754965
2023-2024,NJ,West Cape May School District,NJ-095610,3417400,301 MOORE STREET,NA,NA,WEST CAPE MAY,08204,http://wcmschool.net,Yes,PK,06,9500000US3417400,"West Cape May Borough School District, NJ",2.2,1.2,21.1,18.5,10,29.7,17.4,96.6,47.1,54.2,43,2.5,2.7,16,26,16,39.3,11.2,2.2,2.78,1072,36.8,24.5,29.7,5,4,88.6,3.3,0,0,0,9.4,15.5,87212,114762,106250,136676,20.8,13.3,18.1,9.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,471,486,0.8997186042531329,4.529340950147604
2023-2024,NJ,West Long Branch School District,NJ-255640,3417490,135 Locust Avenue,NA,NA,West Long Branch,07764,http://www.wlbschools.com,Yes,PK,08,9500000US3417490,"West Long Branch Borough School District, NJ",1.5,7.8,21,19.3,5.6,28.8,16,90.7,44.8,63.8,54.4,7.5,9,4.6,15.9,14.6,55.9,24.8,2.61,3.21,3034,52.4,16.4,21.2,6.1,3.7,90.7,6,0.8,1,0,5.7,19.1,114036,150923,153352,185037,20.4,31.6,17,23.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,288,356,-0.4385961295480606,1.616223387088577
2023-2024,NJ,Woodland Park School District,NJ-315690,3417640,853 McBride Avenue,NA,NA,Woodland Park,07424,http://www.wpschools.org,Yes,PK,08,9500000US3417640,"Woodland Park Borough School District, NJ",4.5,3.8,27.6,16.7,5.7,29.9,11.8,91.7,41.7,63.5,60,6.1,7.7,5.3,26.9,29.3,30.7,15.4,2.51,3.19,5308,38.6,13.4,25.5,11.9,10.6,77.1,6.8,0.8,8.9,0.6,12.2,20.1,90323,115252,106780,129049,14.1,16.7,10.9,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,292,44,1.6322654436780093,0.6710849898720487
2023-2024,NJ,Westampton Township Public School District,NJ-055720,3417730,700 Rancocas Road,NA,NA,Westampton,08060,http://www.westamptonschools.org,Yes,PK,08,9500000US3417730,"Westampton Township School District, NJ",1.5,1.1,23,23.6,11.8,28.2,10.7,97.4,38.9,75.5,72.2,6.1,4.2,2,42.7,15.8,35.3,22.7,2.75,3.06,3376,39.9,24.9,22.6,3.6,8.9,55.4,37.1,4.6,9.3,0,6.4,18.7,116724,145427,131641,156826,21.8,23.2,19.5,20.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,419,469,1.0632435426406388,0.33011136536182834
2023-2024,NJ,Westville Boro Public School District,NJ-155740,3417790,101 Birch Street,NA,NA,Westville,08093,http://www.westvillesd.com,Yes,PK,06,9500000US3417790,"Westville Borough School District, NJ",2.6,3.8,39.3,23.6,12.8,13.5,4.4,93.6,17.9,69.3,64.2,6.3,11.9,1.7,51.8,20.4,14.1,11.2,2.23,3.02,2089,33.9,15.3,22.6,9.8,18.4,73.6,20.2,0.9,4,0,5,21.1,63000,82031,88354,106478,5.7,10.9,4,6.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,465,259,4.692465873833447,0.7284291237659282
2023-2024,NJ,Weymouth Township School District,NJ-015760,3417850,1202 Eleventh Avenue,NA,NA,Dorothy,08317,http://www.weymouthtownshipschool.com,Yes,PK,08,9700000US3417850,"Weymouth Township School District, NJ",2.9,5.6,49.8,18.4,7.5,10.3,5.5,91.6,15.9,41.2,27.9,10.3,0,0,48.2,33.8,18,6.1,1.92,2.35,1619,45.3,16.2,9.3,18.6,10.5,80.6,9.4,2.3,2.5,0.9,11.7,9.2,65799,99135,69205,124795,8.2,7.4,5.2,4.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,542,541,5.045886086028023,3.0686556013835933
2023-2024,NJ,Wharton Borough School District,NJ-275770,3417880,137 EAST CENTRAL AVENUE,NA,NA,WHARTON,07885,http://www.wbps.org,Yes,PK,08,9500000US3417880,"Wharton Borough School District, NJ",4.4,3.5,37.1,21.9,5.5,18.7,8.9,92.1,27.6,72.4,70,3.8,1.5,4.4,45.6,18.3,30.2,17.3,2.59,3.55,2913,34,15.3,20.8,11.3,18.7,73.7,3,0.2,7.8,0,34.7,23.6,91557,110470,87925,115857,10.8,9,10.5,11.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,421,507,3.4033074670040784,-1.4271298065714502
2023-2024,NJ,White Township Consolidated School District,NJ-415780,3417910,565 CR 519,NA,NA,Belvidere,07823,http://www.whitetwpsd.org,Yes,PK,08,9700000US3417910,"White Township School District, NJ",0.4,4.7,35.6,22.5,8,17.1,11.6,94.9,28.8,47.1,35.5,1.6,2,11.8,27.4,25.5,33.3,7.3,2.01,2.7,2234,28.7,11.5,32.8,10.6,16.4,96.8,2.1,0.5,1.5,0,0.9,12,56731,80810,92013,106435,9.5,12.2,6.1,6.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,514,422,3.4949177055810985,4.9237069215897975
2023-2024,NJ,Wildwood Crest Borough School District,NJ-095800,3417970,9100 PACIFIC AVENUE,NA,NA,WILDWOOD CREST,08260,http://WWW.CRESTMEM.EDU,Yes,PK,08,9700000US3417970,"Wildwood Crest Borough School District, NJ",0,2.5,36.3,12.9,7.7,27.1,13.5,97.5,40.6,47,42.6,14.6,0,0,24.4,46.3,29.4,2.9,1.66,2.21,5676,54.9,18.8,16.3,6.2,3.8,98.5,1.5,1.1,0.4,0,0,5.3,64363,97414,101910,141384,7.2,19.6,4.6,10.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,526,528,1.671101442143423,5.519637632012919
2023-2024,NJ,Winfield Township,NJ-395810,3418030,7 1/2 Gulfstream Avenue,NA,NA,Winfield Twp,07036,http://www.winfieldschool.org,Yes,PK,08,9700000US3418030,"Winfield Township School District, NJ",3.1,5,47.4,14,7.8,17.3,5.3,91.9,22.6,67,62.4,5.7,17.6,10,33.9,12.6,25.9,8.9,2.01,2.83,757,28.8,23.5,26.6,10.3,10.8,96.9,3.8,0,0.9,0,2.5,13.2,61250,76972,85938,100048,10.1,5.6,6.1,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,487,209,4.434941492974722,3.0964199667115726
2023-2024,NJ,Woodbine School District,NJ-095840,3418090,801 Webster St.,NA,NA,Woodbine,08270,http://woodbineschool.com,Yes,PK,08,9700000US3418090,"Woodbine Borough School District, NJ",23.3,7.3,34.6,18.1,10,5,1.7,69.4,6.7,47.2,51.7,6.7,14.6,9.6,50.5,15.7,9.6,10.3,2.28,2.87,1208,36.7,25.2,13.6,7.5,17.1,72.7,29.2,1.6,1.5,0,14.4,19.3,41167,61153,61172,77261,11.5,2.7,5.9,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,547,550,7.740023718704723,-2.0994117198504076
2023-2024,NJ,Woodbury Heights Public School District,NJ-155870,3418180,100 Academy Avenue,NA,NA,Woodbury Heights,08097,http://www.woodburyhtselem.com,Yes,PK,06,9500000US3418180,"Woodbury Heights Borough School District, NJ",1.4,3,33.9,20.7,10.7,19.4,10.9,95.6,30.3,64.2,63.7,1.1,2.9,10.2,37.8,16.4,32.6,17.2,2.79,3.1,1121,42.8,14.1,27.2,7.5,8.4,95.4,1.8,0.1,2.2,0.5,4.4,16.5,112222,135268,127155,146888,21.9,14.2,18.9,15.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,381,458,0.8607892446231549,2.821710033762083
2023-2024,NJ,Woodcliff Lake School District,NJ-035880,3418210,134 Woodcliff Avenue,NA,NA,Woodcliff Lake,07677,http://www.woodcliff-lake.com,Yes,PK,08,9500000US3418210,"Woodcliff Lake Borough School District, NJ",0.3,1.8,14.3,6.3,3.1,43.3,31,97.9,74.3,61.7,49.9,10.7,8.8,3.6,35,41.3,11.3,38,2.83,3.17,2174,70.8,3.1,19.6,3.1,3.4,87.3,2.3,0.9,6.3,0.5,11,26.6,227500,231749,229326,251477,5.8,62.7,5.7,55,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44,477,-6.522852685473576,-2.4479287960969867
2023-2024,NJ,Woodland Township School District,NJ-055890,3418240,2 John Bowker Jr. Blvd.,NA,NA,Chatsworth,08019,http://www.woodlandboe.org,Yes,PK,08,9500000US3418240,"Woodland Township School District, NJ",15.2,5.2,42.2,9.3,9.1,15,3.9,79.6,18.9,53.4,62,6.2,2.8,1.6,41.3,34.3,20.1,20.8,2.57,2.81,487,54.3,14.6,10.6,12,8.5,90.8,3.1,0.8,4.7,0,8.5,17.1,148125,149944,164286,158421,15.9,39.7,14.6,34.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,428,547,1.2611889144699342,-0.507020959616559
2023-2024,NJ,Woodlynne School District,NJ-075900,3418270,131 Elm Avenue,NA,NA,Woodlynne,08107,http://www.woodlynne.k12.nj.us,Yes,PK,08,9700000US3418270,"Woodlynne Borough School District, NJ",11.1,13.9,39.4,17.5,4.6,9.6,3.8,75,13.4,69.6,62.1,10.4,9,3.2,49.4,16.8,21.5,9.6,3.48,3.76,1027,17.3,17.7,23.8,13.7,27.6,44.5,27.5,0,7.6,0,42.1,31.2,68125,77154,64750,75659,3,4.2,6.6,3.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,537,503,7.930791705725557,-6.559184723374879
2023-2024,NJ,Wyckoff Township Public School District,NJ-035920,3418360,241 Morse Avenue,NA,NA,Wyckoff,07481,http://www.wyckoffps.org,Yes,PK,08,9500000US3418360,"Wyckoff Township School District, NJ",2.8,0.7,14.3,11.1,7,35.9,28.1,96.5,64.1,62.8,56,4.5,8.6,4,49.8,21.7,15.9,29.7,2.8,3.23,6220,61,9,21.8,3.5,4.7,94.2,0.7,0.3,5.6,0,3.6,24.2,184458,257327,230385,292874,19,54.7,16.9,45.6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,28,16,-5.623620467783363,-0.7607331518446675
